logTimestamp,faction,planet,regionName,reason,pointValue,multiplier,source
"Mar 4, 2026 @ 15:22:53.000",Rebel,rori,gcw_region_rori_3,a Restuss PvE mission completion,30,1,104487644666
"Mar 4, 2026 @ 15:24:14.000",Imperial,tatooine,gcw_region_tatooine_2,delivering supplies (PvE),200,2,183582889668
"Mar 4, 2026 @ 15:25:40.000",Imperial,naboo,gcw_region_naboo_1,factional presence,10,1,171792776291
"Mar 4, 2026 @ 15:26:27.000",Imperial,rori,gcw_region_rori_8,participating in a Flashpoint,1500,1,-313000174149719473
"Mar 4, 2026 @ 15:26:27.000",Imperial,rori,gcw_region_rori_8,winning a Flashpoint,1000,1,-313000174149719473
"Mar 4, 2026 @ 15:26:54.000",Imperial,tatooine,gcw_region_tatooine_9,factional presence,20,1,129134195014
"Mar 4, 2026 @ 15:27:20.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),540,9,3022358548
"Mar 4, 2026 @ 15:29:09.000",Rebel,rori,gcw_region_rori_3,a Restuss PvE mission completion,30,1,104487644666
"Mar 4, 2026 @ 15:29:25.000",Rebel,naboo,gcw_region_naboo_1,factional presence,12,1,8342494323
"Mar 4, 2026 @ 15:30:14.000",Imperial,tatooine,gcw_region_tatooine_9,building up an Invasion,500,1,-233342756915162113
"Mar 4, 2026 @ 15:30:43.000",Imperial,naboo,gcw_region_naboo_1,factional presence,10,1,171792776291
"Mar 4, 2026 @ 15:31:59.000",Imperial,tatooine,gcw_region_tatooine_9,factional presence,20,1,129134195014
"Mar 4, 2026 @ 15:32:21.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),720,12,3022358548
"Mar 4, 2026 @ 15:37:04.000",Imperial,tatooine,gcw_region_tatooine_9,factional presence,20,1,129134195014
"Mar 4, 2026 @ 15:37:21.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),1100,22,171792776291
"Mar 4, 2026 @ 15:37:44.000",Imperial,talus,gcw_region_talus_16,factional presence,10,1,126963146243
"Mar 4, 2026 @ 15:38:45.000",Imperial,rori,gcw_region_rori_12,factional presence,10,1,171792776291
"Mar 4, 2026 @ 15:40:50.000",Imperial,talus,gcw_region_talus_16,participating in a PvP Space Battle,1500,1,186082252460
"Mar 4, 2026 @ 15:40:50.000",Imperial,talus,gcw_region_talus_16,winning a PvP Space Battle,1000,1,186082252460
"Mar 4, 2026 @ 15:41:17.000",Rebel,rori,gcw_region_rori_12,factional presence,12,1,66754086623
"Mar 4, 2026 @ 15:42:07.000",Imperial,tatooine,gcw_region_tatooine_9,factional presence,20,1,129134195014
"Mar 4, 2026 @ 15:42:47.000",Imperial,tatooine,gcw_region_tatooine_12,factional presence,20,1,126963146243
"Mar 4, 2026 @ 15:43:49.000",Rebel,tatooine,gcw_region_tatooine_9,factional presence,22,1,65881628297
"Mar 4, 2026 @ 15:44:29.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,165356238563
"Mar 4, 2026 @ 15:44:29.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,177331283377
"Mar 4, 2026 @ 15:44:35.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,169783757304
"Mar 4, 2026 @ 15:44:41.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,185036409724
"Mar 4, 2026 @ 15:46:35.000",Imperial,tatooine,gcw_region_tatooine_9,winning an Invasion,500,1,-233342756915162113
"Mar 4, 2026 @ 15:46:35.000",Rebel,tatooine,gcw_region_tatooine_9,participating in an Invasion,619,1.125,-233342756915162113
"Mar 4, 2026 @ 15:46:35.000",Imperial,tatooine,gcw_region_tatooine_9,participating in an Invasion,563,1.125,-233342756915162113
"Mar 4, 2026 @ 15:46:57.000",Imperial,tatooine,gcw_region_tatooine_12,winning a PvE Space Battle,1000,1,186074252700
"Mar 4, 2026 @ 15:46:57.000",Imperial,tatooine,gcw_region_tatooine_12,participating in a PvE Space Battle,750,1,186074252700
"Mar 4, 2026 @ 15:47:10.000",Imperial,tatooine,gcw_region_tatooine_9,factional presence,20,1,129134195014
"Mar 4, 2026 @ 15:47:49.000",Imperial,tatooine,gcw_region_tatooine_12,factional presence,20,1,126963146243
"Mar 4, 2026 @ 15:48:51.000",Rebel,tatooine,gcw_region_tatooine_9,factional presence,22,1,65881628297
"Mar 4, 2026 @ 15:51:09.000",Imperial,rori,gcw_region_rori_3,a Restuss PvE mission completion,25,1,37777877956
"Mar 4, 2026 @ 15:51:12.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,20,1,129134195014
"Mar 4, 2026 @ 15:53:43.000",Imperial,rori,gcw_region_rori_12,factional presence,5,0.5,180565954641
"Mar 4, 2026 @ 15:54:54.000",Rebel,rori,gcw_region_rori_12,factional presence,12,1,65881628297
"Mar 4, 2026 @ 15:56:24.000",Rebel,talus,gcw_region_talus_5,factional presence,12,1,66754086623
"Mar 4, 2026 @ 15:57:20.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,184699778448
"Mar 4, 2026 @ 15:58:56.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,22,1,65881628297
"Mar 4, 2026 @ 16:04:00.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,22,1,65881628297
"Mar 4, 2026 @ 16:05:00.000",Imperial,rori,gcw_region_rori_12,factional presence,10,1,171792776291
"Mar 4, 2026 @ 16:06:07.000",Rebel,rori,gcw_region_rori_3,a Restuss PvE mission completion,30,1,104487644666
"Mar 4, 2026 @ 16:07:39.000",Rebel,null,gcw_region_dathomir_13,factional presence,10,1,177484240736
"Mar 4, 2026 @ 16:10:02.000",Rebel,rori,gcw_region_rori_12,factional presence,12,1,65881628297
"Mar 4, 2026 @ 16:10:02.000",Imperial,rori,gcw_region_rori_12,factional presence,10,1,171792776291
"Mar 4, 2026 @ 16:12:43.000",Rebel,null,gcw_region_dathomir_13,factional presence,10,1,177484240736
"Mar 4, 2026 @ 16:14:04.000",Rebel,corellia,gcw_region_corellia_5,factional presence,10,1,65881628297
"Mar 4, 2026 @ 16:15:05.000",Imperial,rori,gcw_region_rori_8,factional presence,10,1,171792776291
"Mar 4, 2026 @ 16:17:47.000",Rebel,null,gcw_region_dathomir_13,factional presence,10,1,177484240736
"Mar 4, 2026 @ 16:20:08.000",Imperial,rori,gcw_region_rori_8,factional presence,10,1,171792776291
"Mar 4, 2026 @ 16:22:02.000",Imperial,corellia,gcw_region_corellia_12,factional presence,15,1,126963146243
"Mar 4, 2026 @ 16:22:52.000",Rebel,null,gcw_region_dathomir_13,factional presence,10,1,177484240736
"Mar 4, 2026 @ 16:24:54.000",Imperial,null,gcw_region_dathomir_13,factional presence,10,1,126869524760
"Mar 4, 2026 @ 16:26:32.000",Imperial,corellia,gcw_region_corellia_12,winning a Flashpoint,1500,1,-271341877553819402
"Mar 4, 2026 @ 16:26:32.000",Imperial,corellia,gcw_region_corellia_12,participating in a Flashpoint,1500,1,-271341877553819402
"Mar 4, 2026 @ 16:29:04.000",Imperial,rori,gcw_region_rori_13,factional presence,10,1,126963146243
"Mar 4, 2026 @ 16:29:08.000",Imperial,rori,gcw_region_rori_8,factional presence,10,1,171792776291
"Mar 4, 2026 @ 16:30:24.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,177331283377
"Mar 4, 2026 @ 16:30:27.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,1873008085
"Mar 4, 2026 @ 16:30:30.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,169783757304
"Mar 4, 2026 @ 16:30:39.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,165356238563
"Mar 4, 2026 @ 16:30:40.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,3377754246
"Mar 4, 2026 @ 16:30:45.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,185036409724
"Mar 4, 2026 @ 16:32:00.000",Imperial,rori,gcw_region_rori_8,delivering supplies (PvE),700,14,171792776291
"Mar 4, 2026 @ 16:33:09.000",Imperial,corellia,gcw_region_corellia_10,factional presence,15,1,171792776291
"Mar 4, 2026 @ 16:33:32.000",Rebel,rori,gcw_region_rori_3,a Restuss PvE mission completion,30,1,104487644666
"Mar 4, 2026 @ 16:35:07.000",Imperial,rori,gcw_region_rori_13,factional presence,10,1,126963146243
"Mar 4, 2026 @ 16:36:40.000",Imperial,rori,gcw_region_rori_13,winning a PvP Space Battle,1000,1,186103252537
"Mar 4, 2026 @ 16:36:40.000",Imperial,rori,gcw_region_rori_13,participating in a PvP Space Battle,1500,1,186103252537
"Mar 4, 2026 @ 16:36:55.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),350,7,130455546980
"Mar 4, 2026 @ 16:37:33.000",Rebel,corellia,gcw_region_corellia_14,factional presence,10,1,1162049051
"Mar 4, 2026 @ 16:38:08.000",Imperial,null,gcw_region_yavin4_17,factional presence,10,1,126963146243
"Mar 4, 2026 @ 16:38:11.000",Imperial,corellia,gcw_region_corellia_10,factional presence,15,1,171792776291
"Mar 4, 2026 @ 16:38:33.000",Rebel,rori,gcw_region_rori_13,factional presence,12,1,1162049051
"Mar 4, 2026 @ 16:40:34.000",Rebel,null,gcw_region_yavin4_17,factional presence,10,1,1162049051
"Mar 4, 2026 @ 16:43:11.000",Imperial,corellia,gcw_region_corellia_10,factional presence,15,1,171792776291
"Mar 4, 2026 @ 16:43:11.000",Imperial,null,gcw_region_yavin4_17,factional presence,10,1,126963146243
"Mar 4, 2026 @ 16:43:36.000",Imperial,null,gcw_region_yavin4_17,winning a PvP Space Battle,1000,1,186076254807
"Mar 4, 2026 @ 16:43:36.000",Imperial,null,gcw_region_yavin4_17,participating in a PvP Space Battle,1500,1,186076254807
"Mar 4, 2026 @ 16:45:11.000",Imperial,corellia,gcw_region_corellia_5,factional presence,15,1,171792776291
"Mar 4, 2026 @ 16:47:00.000",Rebel,corellia,gcw_region_corellia_5,delivering supplies (PvE),900,18,98880871774
"Mar 4, 2026 @ 16:56:15.000",Imperial,corellia,gcw_region_corellia_5,factional presence,15,1,171792776291
"Mar 4, 2026 @ 16:56:46.000",Imperial,corellia,gcw_region_corellia_5,delivering supplies (PvE),1350,18,171792776291
"Mar 4, 2026 @ 16:59:17.000",Imperial,corellia,gcw_region_corellia_10,factional presence,15,1,171792776291
"Mar 4, 2026 @ 16:59:36.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),1400,28,84952962998
"Mar 4, 2026 @ 17:02:03.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,56769587505
"Mar 4, 2026 @ 17:03:28.000",Imperial,tatooine,gcw_region_tatooine_13,factional presence,20,1,184675770610
"Mar 4, 2026 @ 17:04:17.000",Imperial,corellia,gcw_region_corellia_10,factional presence,15,1,171792776291
"Mar 4, 2026 @ 17:06:05.000",Imperial,corellia,gcw_region_corellia_5,factional presence,8,0.5,180565954641
"Mar 4, 2026 @ 17:06:29.000",Rebel,corellia,gcw_region_corellia_5,delivering supplies (PvE),900,18,98880871774
"Mar 4, 2026 @ 17:08:31.000",Imperial,tatooine,gcw_region_tatooine_13,factional presence,20,1,184675770610
"Mar 4, 2026 @ 17:09:21.000",Imperial,corellia,gcw_region_corellia_10,factional presence,15,1,171792776291
"Mar 4, 2026 @ 17:10:37.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),1400,28,178806490550
"Mar 4, 2026 @ 17:11:23.000",Imperial,corellia,gcw_region_corellia_5,factional presence,15,1,171792776291
"Mar 4, 2026 @ 17:12:20.000",Rebel,talus,gcw_region_talus_14,factional presence,12,1,173799484919
"Mar 4, 2026 @ 17:13:21.000",Rebel,naboo,gcw_region_naboo_12,factional presence,12,1,104487644666
"Mar 4, 2026 @ 17:13:34.000",Imperial,tatooine,gcw_region_tatooine_13,factional presence,20,1,184675770610
"Mar 4, 2026 @ 17:16:27.000",Imperial,corellia,gcw_region_corellia_5,factional presence,15,1,171792776291
"Mar 4, 2026 @ 17:17:23.000",Rebel,talus,gcw_region_talus_14,factional presence,12,1,173799484919
"Mar 4, 2026 @ 17:19:48.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,177331283377
"Mar 4, 2026 @ 17:19:57.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,169783757304
"Mar 4, 2026 @ 17:19:59.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,167908403266
"Mar 4, 2026 @ 17:20:00.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,1873008085
"Mar 4, 2026 @ 17:20:07.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,3377754246
"Mar 4, 2026 @ 17:20:37.000",Imperial,tatooine,gcw_region_tatooine_13,factional presence,20,1,184675770610
"Mar 4, 2026 @ 17:21:29.000",Imperial,corellia,gcw_region_corellia_5,factional presence,15,1,171792776291
"Mar 4, 2026 @ 17:21:59.000",Imperial,corellia,gcw_region_corellia_5,delivering supplies (PvE),1350,18,171792776291
"Mar 4, 2026 @ 17:22:26.000",Rebel,talus,gcw_region_talus_14,factional presence,12,1,173799484919
"Mar 4, 2026 @ 17:24:12.000",Imperial,tatooine,gcw_region_tatooine_8,factional presence,20,1,185569968066
"Mar 4, 2026 @ 17:24:29.000",Imperial,corellia,gcw_region_corellia_10,factional presence,15,1,171792776291
"Mar 4, 2026 @ 17:25:41.000",Imperial,tatooine,gcw_region_tatooine_13,factional presence,20,1,184675770610
"Mar 4, 2026 @ 17:26:14.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,20,1,185569968066
"Mar 4, 2026 @ 17:27:30.000",Rebel,talus,gcw_region_talus_14,factional presence,12,1,173799484919
"Mar 4, 2026 @ 17:29:00.000",Rebel,naboo,gcw_region_naboo_9,factional presence,12,1,104487644666
"Mar 4, 2026 @ 17:29:29.000",Imperial,corellia,gcw_region_corellia_10,factional presence,15,1,171792776291
"Mar 4, 2026 @ 17:30:14.000",Imperial,talus,gcw_region_talus_14,building up an Invasion,375,1.5,-348184546868074204
"Mar 4, 2026 @ 17:30:14.000",Rebel,talus,gcw_region_talus_14,building up an Invasion,450,1.5,-348184546868074204
"Mar 4, 2026 @ 17:30:45.000",Imperial,tatooine,gcw_region_tatooine_13,factional presence,20,1,184675770610
"Mar 4, 2026 @ 17:31:15.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,20,1,185569968066
"Mar 4, 2026 @ 17:32:35.000",Rebel,talus,gcw_region_talus_14,factional presence,12,1,173799484919
"Mar 4, 2026 @ 17:34:16.000",Imperial,tatooine,gcw_region_tatooine_2,delivering supplies (PvE),900,9,67112087126
"Mar 4, 2026 @ 17:34:29.000",Imperial,corellia,gcw_region_corellia_10,factional presence,15,1,171792776291
"Mar 4, 2026 @ 17:35:49.000",Imperial,tatooine,gcw_region_tatooine_13,factional presence,20,1,184675770610
"Mar 4, 2026 @ 17:37:37.000",Rebel,talus,gcw_region_talus_14,factional presence,12,1,173799484919
"Mar 4, 2026 @ 17:39:32.000",Imperial,corellia,gcw_region_corellia_10,factional presence,15,1,171792776291
"Mar 4, 2026 @ 17:40:53.000",Imperial,tatooine,gcw_region_tatooine_13,factional presence,20,1,184675770610
"Mar 4, 2026 @ 17:42:40.000",Rebel,talus,gcw_region_talus_14,factional presence,12,1,173799484919
"Mar 4, 2026 @ 17:43:08.000",Imperial,talus,gcw_region_talus_14,factional presence,10,1,128904700358
"Mar 4, 2026 @ 17:45:53.000",Imperial,tatooine,gcw_region_tatooine_13,factional presence,20,1,184675770610
"Mar 4, 2026 @ 17:46:34.000",Imperial,corellia,gcw_region_corellia_5,factional presence,15,1,171792776291
"Mar 4, 2026 @ 17:48:11.000",Imperial,talus,gcw_region_talus_14,factional presence,10,1,128904700358
"Mar 4, 2026 @ 17:49:40.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),700,14,43818566134
"Mar 4, 2026 @ 17:50:55.000",Imperial,tatooine,gcw_region_tatooine_13,factional presence,20,1,184675770610
"Mar 4, 2026 @ 17:51:36.000",Imperial,corellia,gcw_region_corellia_5,factional presence,15,1,171792776291
"Mar 4, 2026 @ 17:53:14.000",Imperial,talus,gcw_region_talus_14,factional presence,10,1,120525193054
"Mar 4, 2026 @ 17:54:09.000",Imperial,corellia,gcw_region_corellia_5,delivering supplies (PvE),1350,18,171792776291
"Mar 4, 2026 @ 17:54:36.000",Imperial,corellia,gcw_region_corellia_10,factional presence,15,1,171792776291
"Mar 4, 2026 @ 17:55:57.000",Imperial,tatooine,gcw_region_tatooine_13,factional presence,20,1,184675770610
"Mar 4, 2026 @ 17:58:18.000",Rebel,lok,gcw_region_lok_3,factional presence,12,1,1159010717
"Mar 4, 2026 @ 17:58:19.000",Imperial,talus,gcw_region_talus_14,factional presence,10,1,120525193054
"Mar 4, 2026 @ 18:00:40.000",Imperial,corellia,gcw_region_corellia_5,factional presence,15,1,171792776291
"Mar 4, 2026 @ 18:00:57.000",Imperial,tatooine,gcw_region_tatooine_13,factional presence,20,1,184675770610
"Mar 4, 2026 @ 18:01:21.000",Imperial,talus,gcw_region_talus_5,factional presence,12,1.1550758,120525193054
"Mar 4, 2026 @ 18:03:19.000",Rebel,lok,gcw_region_lok_3,factional presence,12,1,1159010717
"Mar 4, 2026 @ 18:05:42.000",Imperial,corellia,gcw_region_corellia_5,factional presence,15,1,171792776291
"Mar 4, 2026 @ 18:05:57.000",Imperial,tatooine,gcw_region_tatooine_13,factional presence,20,1,184675770610
"Mar 4, 2026 @ 18:06:43.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,184955795506
"Mar 4, 2026 @ 18:07:19.000",Rebel,null,gcw_region_dathomir_13,factional presence,10,1,1159010717
"Mar 4, 2026 @ 18:07:25.000",Imperial,talus,gcw_region_talus_5,factional presence,12,1.1550764,128904700358
"Mar 4, 2026 @ 18:08:08.000",Rebel,corellia,gcw_region_corellia_5,delivering supplies (PvE),900,18,166439345743
"Mar 4, 2026 @ 18:09:55.000",Rebel,rori,gcw_region_rori_12,factional presence,12,1,166439345743
"Mar 4, 2026 @ 18:10:59.000",Imperial,tatooine,gcw_region_tatooine_13,factional presence,20,1,184675770610
"Mar 4, 2026 @ 18:11:23.000",Rebel,lok,gcw_region_lok_3,factional presence,12,1,1159010717
"Mar 4, 2026 @ 18:11:50.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,20,1,126869524760
"Mar 4, 2026 @ 18:12:27.000",Imperial,talus,gcw_region_talus_5,factional presence,12,1.1550769,153997007503
"Mar 4, 2026 @ 18:12:45.000",Imperial,lok,gcw_region_lok_10,factional presence,10,1,171792776291
"Mar 4, 2026 @ 18:17:27.000",Imperial,talus,gcw_region_talus_5,factional presence,12,1.1550773,153997007503
"Mar 4, 2026 @ 18:19:55.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,20,1,126869524760
"Mar 4, 2026 @ 18:26:41.000",Rebel,naboo,gcw_region_naboo_13,participating in a Flashpoint,1500,1,-353532570796053937
"Mar 4, 2026 @ 18:26:41.000",Rebel,naboo,gcw_region_naboo_13,winning a Flashpoint,1200,1,-353532570796053937
"Mar 4, 2026 @ 18:27:07.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),1100,22,36793456729
"Mar 4, 2026 @ 18:28:52.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,20,1,171792776291
"Mar 4, 2026 @ 18:28:55.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),700,14,43818566134
"Mar 4, 2026 @ 18:32:48.000",Rebel,tatooine,gcw_region_tatooine_12,winning a PvE Space Battle,1100,1,186074252700
"Mar 4, 2026 @ 18:32:48.000",Imperial,tatooine,gcw_region_tatooine_12,participating in a PvE Space Battle,750,1,186074252700
"Mar 4, 2026 @ 18:32:48.000",Rebel,tatooine,gcw_region_tatooine_12,participating in a PvE Space Battle,750,1,186074252700
"Mar 4, 2026 @ 18:33:12.000",Rebel,rori,gcw_region_rori_3,a Restuss PvE mission completion,30,1,104487644666
"Mar 4, 2026 @ 18:35:15.000",Rebel,talus,gcw_region_talus_16,winning a PvP Space Battle,1200,1,186082252460
"Mar 4, 2026 @ 18:35:15.000",Rebel,talus,gcw_region_talus_16,participating in a PvP Space Battle,1500,1,186082252460
"Mar 4, 2026 @ 18:43:19.000",Imperial,talus,gcw_region_talus_5,factional presence,12,1.1550797,178160812139
"Mar 4, 2026 @ 18:48:14.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,177331283377
"Mar 4, 2026 @ 18:48:15.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),700,14,2080133991
"Mar 4, 2026 @ 18:48:19.000",Rebel,naboo,gcw_region_naboo_1,delivering supplies (PvE),840,14,169783757304
"Mar 4, 2026 @ 18:48:36.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),700,14,20000557
"Mar 4, 2026 @ 18:49:06.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),700,14,38014532
"Mar 4, 2026 @ 19:02:42.000",Rebel,tatooine,gcw_region_tatooine_2,delivering supplies (PvE),990,9,118780109480
"Mar 4, 2026 @ 19:03:51.000",Imperial,talus,gcw_region_talus_5,factional presence,12,1.1550817,185807309678
"Mar 4, 2026 @ 19:03:55.000",Imperial,naboo,gcw_region_naboo_1,delivering supplies (PvE),700,14,56769587505
"Mar 4, 2026 @ 19:08:51.000",Imperial,talus,gcw_region_talus_5,factional presence,12,1.1550822,185807309678
"Mar 4, 2026 @ 19:09:52.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,20,1,185807309678
"Mar 4, 2026 @ 19:14:54.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,20,1,185807309678
"Mar 4, 2026 @ 19:16:23.000",Imperial,rori,gcw_region_rori_8,factional presence,5,0.5,180565954641
"Mar 4, 2026 @ 19:17:50.000",Rebel,rori,gcw_region_rori_8,delivering supplies (PvE),1020,17,98880871774
"Mar 4, 2026 @ 19:26:53.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,20,1,171792776291
"Mar 4, 2026 @ 19:28:30.000",Imperial,corellia,gcw_region_corellia_10,factional presence,8,0.5,180565954641
"Mar 4, 2026 @ 19:30:14.000",Rebel,naboo,gcw_region_naboo_6,building up an Invasion,488,1.625,-292452502778781373
